기점_노선,시도,시군구,읍면동,구간거리_km,40FT_안전위탁운임_원,40FT_운수사업자간운임_원,40FT_안전운송운임_원,20FT_안전위탁운임_원,20FT_운수사업자간운임_원,20FT_안전운송운임_원
광양항↔의왕ICD,서울특별시,금천구,시흥3동,353,550700,620400,699700,490800,555800,630100
광양항↔의왕ICD,서울특별시,금천구,시흥4동,362,563800,634200,714300,504000,569700,644600
광양항↔의왕ICD,서울특별시,금천구,시흥5동,362,563800,634200,714300,504000,569700,644600
광양항↔의왕ICD,서울특별시,영등포구,영등포본동,380,586900,658700,740300,520500,587400,663700
광양항↔의왕ICD,서울특별시,영등포구,영등포동,386,592700,664900,747000,525000,592300,669100
광양항↔의왕ICD,서울특별시,영등포구,여의동,373,576400,647700,728700,513500,579900,655700
광양항↔의왕ICD,서울특별시,영등포구,당산1동,382,588300,660300,742000,521600,588700,665200
광양항↔의왕ICD,서울특별시,영등포구,당산2동,385,591700,663900,745900,524200,591500,668200
광양항↔의왕ICD,서울특별시,영등포구,도림동,388,597000,669400,751700,529300,596800,673700
광양항↔의왕ICD,서울특별시,영등포구,문래동,392,602000,674800,757400,532800,600600,677800
광양항↔의왕ICD,서울특별시,영등포구,양평1동,381,586800,658700,740400,520600,587600,664000
광양항↔의왕ICD,서울특별시,영등포구,양평2동,385,591700,663900,745900,524200,591500,668200
광양항↔의왕ICD,서울특별시,영등포구,신길1동,375,578900,650300,731500,515200,581800,657700
광양항↔의왕ICD,서울특별시,영등포구,신길3동,377,580200,651800,733200,516400,583100,659200
광양항↔의왕ICD,서울특별시,영등포구,신길4동,375,579400,650800,732000,515500,582100,658000
광양항↔의왕ICD,서울특별시,영등포구,신길5동,375,578400,649800,731000,515000,581600,657500
광양항↔의왕ICD,서울특별시,영등포구,신길6동,372,575500,646700,727700,512700,579000,654700
광양항↔의왕ICD,서울특별시,영등포구,신길7동,374,577900,649300,730400,514500,581000,656800
광양항↔의왕ICD,서울특별시,영등포구,대림1동,374,578500,649800,730900,514600,581100,656900
광양항↔의왕ICD,서울특별시,영등포구,대림2동,374,578500,649800,730900,514600,581100,656900
광양항↔의왕ICD,서울특별시,영등포구,대림3동,375,580000,651400,732600,515700,582200,658100
광양항↔의왕ICD,서울특별시,동작구,노량진1동,370,572500,643500,724300,510700,576900,652400
광양항↔의왕ICD,서울특별시,동작구,노량진2동,373,576400,647700,728700,513500,579900,655700
광양항↔의왕ICD,서울특별시,동작구,상도1동,371,572500,643600,724400,511000,577300,652900
광양항↔의왕ICD,서울특별시,동작구,상도2동,369,571100,642000,722700,509700,575800,651300
광양항↔의왕ICD,서울특별시,동작구,상도3동,376,579300,650800,732100,515700,582400,658400
광양항↔의왕ICD,서울특별시,동작구,상도4동,373,574900,646100,727100,512700,579200,655000
광양항↔의왕ICD,서울특별시,동작구,흑석동,368,570100,641000,721600,509000,575100,650600
광양항↔의왕ICD,서울특별시,동작구,사당1동,358,558700,628800,708500,499700,565100,639800
광양항↔의왕ICD,서울특별시,동작구,사당2동,361,561500,631800,711800,502000,567600,642500
광양항↔의왕ICD,서울특별시,동작구,사당3동,363,564500,635000,715100,504400,570200,645200
광양항↔의왕ICD,서울특별시,동작구,사당4동,362,562500,632900,713000,502700,568400,643400
광양항↔의왕ICD,서울특별시,동작구,사당5동,363,564500,635000,715100,504400,570200,645200
광양항↔의왕ICD,서울특별시,동작구,대방동,375,578900,650300,731500,515200,581800,657700
광양항↔의왕ICD,서울특별시,동작구,신대방1동,373,577500,648800,729800,514000,580400,656200
광양항↔의왕ICD,서울특별시,동작구,신대방2동,376,579300,650800,732100,515700,582400,658400
광양항↔의왕ICD,서울특별시,관악구,보라매동,371,572500,643600,724400,511000,577300,652900
광양항↔의왕ICD,서울특별시,관악구,청림동,373,575900,647100,728100,513300,579700,655500
광양항↔의왕ICD,서울특별시,관악구,성현동,373,575900,647100,728100,513300,579700,655500
광양항↔의왕ICD,서울특별시,관악구,행운동,365,566400,637000,717400,505900,571800,647100
광양항↔의왕ICD,서울특별시,관악구,낙성대동,360,561600,631800,711700,502200,567800,642600
광양항↔의왕ICD,서울특별시,관악구,청룡동,370,572000,643000,723800,510500,576700,652300
광양항↔의왕ICD,서울특별시,관악구,은천동,371,572500,643600,724400,511000,577300,652900
광양항↔의왕ICD,서울특별시,관악구,중앙동,365,566500,637100,717500,506300,572200,647400
광양항↔의왕ICD,서울특별시,관악구,인헌동,359,559600,629800,709600,500500,566000,640700
광양항↔의왕ICD,서울특별시,관악구,남현동,359,558800,629000,708800,499300,564800,639500
광양항↔의왕ICD,서울특별시,관악구,서원동,370,572000,643000,723800,510500,576700,652300
광양항↔의왕ICD,서울특별시,관악구,신원동,371,573400,644500,725400,511500,577800,653500
광양항↔의왕ICD,서울특별시,관악구,서림동,368,569600,640500,721100,508700,574800,650100
광양항↔의왕ICD,서울특별시,관악구,신사동,368,570100,641000,721600,509000,575100,650600
광양항↔의왕ICD,서울특별시,관악구,신림동,372,574400,645600,726500,512200,578600,654300
광양항↔의왕ICD,서울특별시,관악구,난향동,369,567100,638000,718700,504800,571000,646500
광양항↔의왕ICD,서울특별시,관악구,조원동,368,570500,641400,722000,509300,575400,650800
광양항↔의왕ICD,서울특별시,관악구,대학동,367,568700,639500,720000,508000,574000,649400
광양항↔의왕ICD,서울특별시,관악구,삼성동,368,569600,640500,721100,508700,574800,650100
광양항↔의왕ICD,서울특별시,관악구,미성동,374,576900,648200,729300,514000,580500,656400
광양항↔의왕ICD,서울특별시,관악구,난곡동,365,565400,636000,716400,504900,570800,645900
광양항↔의왕ICD,서울특별시,서초구,서초1동,355,556800,626600,706100,498300,563500,638000
광양항↔의왕ICD,서울특별시,서초구,서초2동,356,558000,627900,707400,499400,564700,639200
광양항↔의왕ICD,서울특별시,서초구,서초3동,354,554800,624500,703900,496600,561700,636100
광양항↔의왕ICD,서울특별시,서초구,서초4동,359,561500,631600,711400,502200,567700,642400
광양항↔의왕ICD,서울특별시,서초구,잠원동,362,564400,634800,714800,504500,570200,645100
광양항↔의왕ICD,서울특별시,서초구,반포본동,359,560700,630800,710600,501400,566900,641600
광양항↔의왕ICD,서울특별시,서초구,반포1동,358,560000,630100,709800,501200,566600,641300
광양항↔의왕ICD,서울특별시,서초구,반포2동,360,562000,632200,712100,502800,568300,643100
광양항↔의왕ICD,서울특별시,서초구,반포3동,361,563400,633700,713700,503800,569400,644300
광양항↔의왕ICD,서울특별시,서초구,반포4동,359,560900,631000,710800,501800,567300,642000
광양항↔의왕ICD,서울특별시,서초구,방배본동,359,560700,630800,710600,501400,566900,641600
광양항↔의왕ICD,서울특별시,서초구,방배1동,358,559700,629800,709500,500700,566100,640800
광양항↔의왕ICD,서울특별시,서초구,방배2동,359,558800,629000,708800,499300,564800,639500
광양항↔의왕ICD,서울특별시,서초구,방배3동,356,557800,627700,707200,499100,564400,638900
광양항↔의왕ICD,서울특별시,서초구,방배4동,359,560900,631000,710800,501800,567300,642000
광양항↔의왕ICD,서울특별시,서초구,양재1동,352,552900,622500,701700,495200,560200,634400
광양항↔의왕ICD,서울특별시,서초구,양재2동,352,552900,622500,701700,495200,560200,634400
광양항↔의왕ICD,서울특별시,서초구,내곡동,353,555100,624800,704100,497300,562300,636500
광양항↔의왕ICD,서울특별시,강남구,신사동,364,567300,637900,718100,506600,572400,647500
광양항↔의왕ICD,서울특별시,강남구,논현1동,361,563400,633700,713700,503800,569400,644300
광양항↔의왕ICD,서울특별시,강남구,논현2동,363,566400,636800,716900,505800,571600,646600
광양항↔의왕ICD,서울특별시,강남구,압구정동,368,572300,643200,723800,509900,576000,651400
광양항↔의왕ICD,서울특별시,강남구,청담동,372,577100,648300,729200,513500,579900,655600
광양항↔의왕ICD,서울특별시,강남구,삼성1동,366,569300,640000,720400,508000,574000,649200
광양항↔의왕ICD,서울특별시,강남구,삼성2동,363,566400,636800,716900,505800,571600,646600
광양항↔의왕ICD,서울특별시,강남구,대치1동,359,561500,631600,711400,502200,567700,642400
광양항↔의왕ICD,서울특별시,강남구,대치2동,361,563900,634200,714200,504000,569600,644500
광양항↔의왕ICD,서울특별시,강남구,대치4동,361,563900,634200,714200,504000,569600,644500
광양항↔의왕ICD,서울특별시,강남구,역삼1동,357,559100,629100,708700,500400,565700,640300
광양항↔의왕ICD,서울특별시,강남구,역삼2동,358,560500,630600,710300,501400,566800,641500
광양항↔의왕ICD,서울특별시,강남구,도곡1동,357,559100,629100,708700,500400,565700,640300
광양항↔의왕ICD,서울특별시,강남구,도곡2동,355,557000,626800,706300,498700,563900,638300
광양항↔의왕ICD,서울특별시,강남구,개포1동,355,557000,626800,706300,498700,563900,638300
광양항↔의왕ICD,서울특별시,강남구,개포2동,358,560500,630600,710300,501400,566800,641500
광양항↔의왕ICD,서울특별시,강남구,개포3동,359,561500,631600,711400,502200,567700,642400
광양항↔의왕ICD,서울특별시,강남구,개포4동,354,556000,625800,705200,498000,563100,637400
광양항↔의왕ICD,서울특별시,강남구,세곡동,357,561200,631200,710800,501500,566800,641300
광양항↔의왕ICD,서울특별시,강남구,일원본동,359,561500,631600,711400,502200,567700,642400
광양항↔의왕ICD,서울특별시,강남구,일원1동,359,561500,631600,711400,502200,567700,642400
광양항↔의왕ICD,서울특별시,강남구,수서동,358,561500,631600,711300,502000,567400,642100
광양항↔의왕ICD,서울특별시,송파구,풍납1동,379,587000,658700,740200,520300,587200,663400
광양항↔의왕ICD,서울특별시,송파구,풍납2동,375,582800,654200,735400,517000,583500,659400
광양항↔의왕ICD,서울특별시,송파구,거여1동,367,572900,643700,724100,510000,576100,651400
광양항↔의왕ICD,서울특별시,송파구,거여2동,366,571400,642100,722400,509000,575000,650200
광양항↔의왕ICD,서울특별시,송파구,마천1동,373,580300,651500,732500,515300,581700,657500
광양항↔의왕ICD,서울특별시,송파구,마천2동,373,580300,651500,732500,515300,581700,657500
광양항↔의왕ICD,서울특별시,송파구,방이1동,369,573800,644700,725400,510900,577100,652500
광양항↔의왕ICD,서울특별시,송파구,방이2동,370,574600,645600,726400,511700,577900,653500
광양항↔의왕ICD,서울특별시,송파구,오륜동,373,580300,651500,732500,515300,581700,657500
광양항↔의왕ICD,서울특별시,송파구,오금동,364,568400,639000,719200,507000,572800,647900
광양항↔의왕ICD,서울특별시,송파구,송파1동,364,568400,639000,719200,507000,572800,647900
광양항↔의왕ICD,서울특별시,송파구,송파2동,363,566900,637400,717500,506000,571800,646800
광양항↔의왕ICD,서울특별시,송파구,석촌동,365,569400,640000,720300,507700,573600,648800
광양항↔의왕ICD,서울특별시,송파구,삼전동,364,567300,637900,718100,506600,572400,647500
광양항↔의왕ICD,서울특별시,송파구,가락본동,363,567400,637900,718000,506200,571900,646900
광양항↔의왕ICD,서울특별시,송파구,가락1동,362,565900,636300,716400,505200,570900,645800
광양항↔의왕ICD,서울특별시,송파구,가락2동,363,567400,637900,718000,506200,571900,646900
광양항↔의왕ICD,서울특별시,송파구,문정1동,362,566500,636900,716900,505400,571100,646000
광양항↔의왕ICD,서울특별시,송파구,문정2동,361,564400,634700,714700,504300,569900,644800
광양항↔의왕ICD,서울특별시,송파구,장지동,363,567900,638400,718500,506400,572100,647100
광양항↔의왕ICD,서울특별시,송파구,위례동,363,567900,638400,718500,506400,572100,647100
광양항↔의왕ICD,서울특별시,송파구,잠실본동,362,565900,636300,716400,505200,570900,645800
광양항↔의왕ICD,서울특별시,송파구,잠실2동,365,568800,639500,719800,507500,573400,648500
광양항↔의왕ICD,서울특별시,송파구,잠실3동,365,568800,639500,719800,507500,573400,648500
광양항↔의왕ICD,서울특별시,송파구,잠실4동,377,585100,656700,738000,518800,585500,661500
광양항↔의왕ICD,서울특별시,송파구,잠실6동,372,576500,647700,728600,513200,579600,655300
광양항↔의왕ICD,서울특별시,송파구,잠실7동,367,570200,640900,721400,508800,574900,650200
광양항↔의왕ICD,서울특별시,강동구,강일동,387,601400,673800,755900,532600,600000,676800
광양항↔의왕ICD,서울특별시,강동구,상일1동,385,599000,671200,753200,530400,597700,674300
광양항↔의왕ICD,서울특별시,강동구,상일2동,383,592500,664600,746400,524900,592100,668600
광양항↔의왕ICD,서울특별시,강동구,명일1동,379,587600,659300,740800,520800,587600,663800
광양항↔의왕ICD,서울특별시,강동구,명일2동,377,585100,656700,738000,518800,585500,661500
광양항↔의왕ICD,서울특별시,강동구,고덕1동,379,587600,659300,740800,520800,587600,663800
광양항↔의왕ICD,서울특별시,강동구,고덕2동,386,599900,672200,754300,531300,598600,675300
광양항↔의왕ICD,서울특별시,강동구,암사1동,377,584000,655600,736900,518300,585000,661100
광양항↔의왕ICD,서울특별시,강동구,암사2동,378,585100,656700,738100,519000,585800,662000
광양항↔의왕ICD,서울특별시,강동구,암사3동,390,604900,677500,759900,535300,602900,679900
광양항↔의왕ICD,서울특별시,강동구,천호1동,377,585100,656700,738000,518800,585500,661500
광양항↔의왕ICD,서울특별시,강동구,천호2동,378,586100,657700,739100,519500,586300,662400
광양항↔의왕ICD,서울특별시,강동구,천호3동,375,582800,654200,735400,517000,583500,659400
광양항↔의왕ICD,서울특별시,강동구,성내1동,375,582800,654200,735400,517000,583500,659400
광양항↔의왕ICD,서울특별시,강동구,성내2동,375,582800,654200,735400,517000,583500,659400
광양항↔의왕ICD,서울특별시,강동구,성내3동,373,580300,651500,732500,515300,581700,657500
광양항↔의왕ICD,서울특별시,강동구,길동,376,583700,655200,736400,517800,584400,660400
광양항↔의왕ICD,서울특별시,강동구,둔촌1동,373,580300,651500,732500,515300,581700,657500
광양항↔의왕ICD,서울특별시,강동구,둔촌2동,375,582800,654200,735400,517000,583500,659400
광양항↔의왕ICD,인천광역시,중구,연안동,406,623100,697000,780800,549800,618600,696800
광양항↔의왕ICD,인천광역시,중구,신포동,407,624600,698600,782400,551100,619900,698200
광양항↔의왕ICD,인천광역시,중구,신흥동,406,623100,697000,780800,549800,618600,696800
광양항↔의왕ICD,인천광역시,중구,도원동,406,623100,697000,780800,549800,618600,696800
광양항↔의왕ICD,인천광역시,중구,율목동,404,621200,694900,778500,548200,616800,694900
광양항↔의왕ICD,인천광역시,중구,동인천동,408,625500,699600,783500,551800,620700,699100
광양항↔의왕ICD,인천광역시,중구,개항동,409,627000,701200,785200,553000,622000,700400
광양항↔의왕ICD,인천광역시,중구,영종동,430,650600,726400,812200,576400,646800,726800
광양항↔의왕ICD,인천광역시,중구,영종1동,434,654500,730600,816800,579600,650300,730700
광양항↔의왕ICD,인천광역시,중구,영종2동,438,658700,735200,821700,583000,653900,734500
광양항↔의왕ICD,인천광역시,중구,운서동,432,652200,728200,814200,577500,648100,728200
광양항↔의왕ICD,인천광역시,중구,용유동,450,670500,747900,835400,592600,664400,745900
광양항↔의왕ICD,인천광역시,동구,만석동,409,627500,701700,785700,553700,622700,701100
광양항↔의왕ICD,인천광역시,동구,화수1.화평동,409,627000,701200,785200,553000,622000,700400
광양항↔의왕ICD,인천광역시,동구,화수2동,413,631200,705700,790100,556500,625700,704500
광양항↔의왕ICD,인천광역시,동구,송현1.2동,407,624600,698600,782400,551100,619900,698200
광양항↔의왕ICD,인천광역시,동구,송현3동,410,627900,702200,786300,553700,622700,701300
광양항↔의왕ICD,인천광역시,동구,송림1동,409,627000,701200,785200,553000,622000,700400
광양항↔의왕ICD,인천광역시,동구,송림2동,408,625500,699600,783500,551800,620700,699100
광양항↔의왕ICD,인천광역시,동구,송림3.5동,408,625500,699600,783500,551800,620700,699100
광양항↔의왕ICD,인천광역시,동구,송림4동,410,627900,702200,786300,553700,622700,701300
광양항↔의왕ICD,인천광역시,동구,송림6동,406,624200,698100,781900,550700,619500,697700
광양항↔의왕ICD,인천광역시,동구,금창동,407,624600,698600,782400,551100,619900,698200
광양항↔의왕ICD,인천광역시,미추홀구,숭의2동,406,623100,697000,780800,549800,618600,696800
광양항↔의왕ICD,인천광역시,미추홀구,숭의1.3동,404,621200,694900,778500,548200,616800,694900
광양항↔의왕ICD,인천광역시,미추홀구,숭의4동,405,616900,690700,774500,544300,612900,691100
광양항↔의왕ICD,인천광역시,미추홀구,용현1.4동,408,625500,699600,783500,551800,620700,699100
광양항↔의왕ICD,인천광역시,미추홀구,용현2동,402,619300,692900,776300,546800,615300,693200
광양항↔의왕ICD,인천광역시,미추홀구,용현3동,400,611600,685100,768400,540100,608400,686200
광양항↔의왕ICD,인천광역시,미추홀구,용현5동,400,612800,686200,769500,541200,609500,687300
광양항↔의왕ICD,인천광역시,미추홀구,학익1동,396,606900,680000,762900,536300,604300,681800
광양항↔의왕ICD,인천광역시,미추홀구,학익2동,396,606900,680000,762900,536300,604300,681800
광양항↔의왕ICD,인천광역시,미추홀구,도화1동,398,609300,682500,765600,538000,606200,683900
광양항↔의왕ICD,인천광역시,미추홀구,도화2.3동,401,613100,686600,770000,541400,609800,687600
광양항↔의왕ICD,인천광역시,미추홀구,주안1동,396,607400,680500,763500,536600,604600,682100
광양항↔의왕ICD,인천광역시,미추홀구,주안2동,394,605500,678400,761200,535000,602900,680300
광양항↔의왕ICD,인천광역시,미추홀구,주안3동,397,608300,681500,764500,537300,605400,683000
광양항↔의왕ICD,인천광역시,미추홀구,주안4동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,미추홀구,주안5동,397,608300,681500,764500,537300,605400,683000
광양항↔의왕ICD,인천광역시,미추홀구,주안6동,396,607400,680500,763500,536600,604600,682100
광양항↔의왕ICD,인천광역시,미추홀구,주안7동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,미추홀구,주안8동,393,603500,676300,759000,533800,601700,679000
광양항↔의왕ICD,인천광역시,미추홀구,관교동,392,602000,674800,757400,532800,600600,677800
광양항↔의왕ICD,인천광역시,미추홀구,문학동,390,600700,673300,755800,531600,599200,676300
광양항↔의왕ICD,인천광역시,연수구,옥련1동,398,609300,682500,765600,538000,606200,683900
광양항↔의왕ICD,인천광역시,연수구,옥련2동,399,610800,684100,767300,539300,607600,685300
광양항↔의왕ICD,인천광역시,연수구,선학동,394,604500,677400,760200,534600,602500,679800
광양항↔의왕ICD,인천광역시,연수구,연수1동,394,604500,677400,760200,534600,602500,679800
광양항↔의왕ICD,인천광역시,연수구,연수2동,391,601000,673700,756300,532000,599700,676800
광양항↔의왕ICD,인천광역시,연수구,연수3동,392,602000,674800,757400,532800,600600,677800
광양항↔의왕ICD,인천광역시,연수구,청학동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,연수구,동춘1동,391,601000,673700,756300,532000,599700,676800
광양항↔의왕ICD,인천광역시,연수구,동춘2동,388,597000,669400,751700,529300,596800,673700
광양항↔의왕ICD,인천광역시,연수구,동춘3동,390,599500,672100,754600,531000,598600,675700
광양항↔의왕ICD,인천광역시,연수구,송도1동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,연수구,송도2동,392,602000,674800,757400,532800,600600,677800
광양항↔의왕ICD,인천광역시,연수구,송도3동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,연수구,송도4동,393,604000,676900,759600,534000,601900,679200
광양항↔의왕ICD,인천광역시,연수구,송도5동,396,606900,680000,762900,536300,604300,681800
광양항↔의왕ICD,인천광역시,남동구,구월1동,390,599500,672100,754600,531000,598600,675700
광양항↔의왕ICD,인천광역시,남동구,구월2동,393,603500,676300,759000,533800,601700,679000
광양항↔의왕ICD,인천광역시,남동구,구월3동,392,602000,674800,757400,532800,600600,677800
광양항↔의왕ICD,인천광역시,남동구,구월4동,384,589100,661200,743100,522600,589800,666400
광양항↔의왕ICD,인천광역시,남동구,간석1동,390,600700,673300,755800,531600,599200,676300
광양항↔의왕ICD,인천광역시,남동구,간석2동,394,605000,677900,760700,534800,602700,680100
광양항↔의왕ICD,인천광역시,남동구,간석3동,391,601000,673700,756300,532000,599700,676800
광양항↔의왕ICD,인천광역시,남동구,간석4동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,남동구,만수1동,385,593600,665900,747900,526800,594100,670800
광양항↔의왕ICD,인천광역시,남동구,만수2동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,남동구,만수3동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,남동구,만수4동,387,596100,668500,750700,528600,596000,672900
광양항↔의왕ICD,인천광역시,남동구,만수5동,384,589100,661200,743100,522600,589800,666400
광양항↔의왕ICD,인천광역시,남동구,만수6동,385,593600,665900,747900,526800,594100,670800
광양항↔의왕ICD,인천광역시,남동구,장수서창동,383,587600,659600,741500,521600,588700,665300
광양항↔의왕ICD,인천광역시,남동구,서창2동,385,593600,665900,747900,526800,594100,670800
광양항↔의왕ICD,인천광역시,남동구,남촌도림동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,남동구,논현1동,386,594600,666900,749100,527600,595000,671700
광양항↔의왕ICD,인천광역시,남동구,논현2동,388,596500,668900,751200,529000,596500,673500
광양항↔의왕ICD,인천광역시,남동구,논현고잔동,385,593600,665900,747900,526800,594100,670800
광양항↔의왕ICD,인천광역시,부평구,부평1동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,부평2동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,부평3동,397,608300,681500,764500,537300,605400,683000
광양항↔의왕ICD,인천광역시,부평구,부평4동,397,607800,681000,764000,537000,605100,682700
광양항↔의왕ICD,인천광역시,부평구,부평5동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,부평6동,394,604500,677400,760200,534600,602500,679800
광양항↔의왕ICD,인천광역시,부평구,산곡1동,400,611600,685100,768400,540100,608400,686200
광양항↔의왕ICD,인천광역시,부평구,산곡2동,400,611600,685100,768400,540100,608400,686200
광양항↔의왕ICD,인천광역시,부평구,산곡3동,397,608300,681500,764500,537300,605400,683000
광양항↔의왕ICD,인천광역시,부평구,산곡4동,400,611600,685100,768400,540100,608400,686200
광양항↔의왕ICD,인천광역시,부평구,청천1동,406,624200,698100,781900,550700,619500,697700
광양항↔의왕ICD,인천광역시,부평구,청천2동,401,613100,686600,770000,541400,609800,687600
광양항↔의왕ICD,인천광역시,부평구,갈산1동,398,609300,682500,765600,538000,606200,683900
광양항↔의왕ICD,인천광역시,부평구,갈산2동,397,608300,681500,764500,537300,605400,683000
광양항↔의왕ICD,인천광역시,부평구,삼산1동,396,606900,680000,762900,536300,604300,681800
광양항↔의왕ICD,인천광역시,부평구,삼산2동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,부개1동,391,601000,673700,756300,532000,599700,676800
광양항↔의왕ICD,인천광역시,부평구,부개2동,393,603500,676300,759000,533800,601700,679000
광양항↔의왕ICD,인천광역시,부평구,부개3동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,일신동,389,598500,671100,753500,530300,597800,674800
광양항↔의왕ICD,인천광역시,부평구,십정1동,395,606000,679000,761900,535600,603600,681000
광양항↔의왕ICD,인천광역시,부평구,십정2동,398,609300,682500,765600,538000,606200,683900
광양항↔의왕ICD,인천광역시,계양구,효성1동,408,625500,699600,783500,551800,620700,699100
광양항↔의왕ICD,인천광역시,계양구,효성2동,404,616500,690300,773900,544100,612700,690800
광양항↔의왕ICD,인천광역시,계양구,계산1동,407,624600,698600,782400,551100,619900,698200
광양항↔의왕ICD,인천광역시,계양구,계산2동,405,622100,695900,779600,549000,617700,695800
광양항↔의왕ICD,인천광역시,계양구,계산3동,405,622100,695900,779600,549000,617700,695800
광양항↔의왕ICD,인천광역시,계양구,계산4동,405,622100,695900,779600,549000,617700,695800
광양항↔의왕ICD,인천광역시,계양구,작전1동,407,624600,698600,782400,551100,619900,698200
광양항↔의왕ICD,인천광역시,계양구,작전2동,406,623100,697000,780800,549800,618600,696800
광양항↔의왕ICD,인천광역시,계양구,작전서운동,404,616000,689800,773400,543600,612200,690300
광양항↔의왕ICD,인천광역시,계양구,계양1동,413,631800,706300,790600,557100,626300,705100
광양항↔의왕ICD,인천광역시,계양구,계양2동,404,616500,690300,773900,544100,612700,690800
광양항↔의왕ICD,인천광역시,계양구,계양3동,409,627000,701200,785200,553000,622000,700400
광양항↔의왕ICD,인천광역시,서구,검암경서동,418,637600,712500,797300,561900,631500,710700
광양항↔의왕ICD,인천광역시,서구,연희동,415,634300,708900,793500,559100,628400,707300
광양항↔의왕ICD,인천광역시,서구,청라1동,419,639100,714100,799000,566500,636200,715400
광양항↔의왕ICD,인천광역시,서구,청라2동,419,639100,714100,799000,566500,636200,715400
광양항↔의왕ICD,인천광역시,서구,청라3동,423,643000,718300,803500,569900,639800,719300
광양항↔의왕ICD,인천광역시,서구,가정1동,413,631800,706300,790600,557100,626300,705100
광양항↔의왕ICD,인천광역시,서구,가정2동,413,631800,706300,790600,557100,626300,705100
광양항↔의왕ICD,인천광역시,서구,가정3동,416,634700,709400,794000,559200,628700,707700
광양항↔의왕ICD,인천광역시,서구,석남1동,415,634300,708900,793500,559100,628400,707300
광양항↔의왕ICD,인천광역시,서구,석남2동,417,636700,711500,796200,561200,630700,709800
광양항↔의왕ICD,인천광역시,서구,석남3동,414,632200,706800,791300,557300,626600,705500
광양항↔의왕ICD,인천광역시,서구,신현원창동,416,635300,710000,794600,559900,629300,708300
광양항↔의왕ICD,인천광역시,서구,가좌1동,414,631800,706300,790800,556700,626000,704800
광양항↔의왕ICD,인천광역시,서구,가좌2동,399,610800,684100,767300,539300,607600,685300
광양항↔의왕ICD,인천광역시,서구,가좌3동,411,622600,696900,781200,548700,617800,696400
광양항↔의왕ICD,인천광역시,서구,가좌4동,399,610800,684100,767300,539300,607600,685300
광양항↔의왕ICD,인천광역시,서구,검단동,433,653700,729700,815800,579000,649600,729800
광양항↔의왕ICD,인천광역시,서구,불로대곡동,436,656300,732600,818900,580900,651700,732200
광양항↔의왕ICD,인천광역시,서구,원당동,420,640200,715200,800200,567500,637200,716500
광양항↔의왕ICD,인천광역시,서구,당하동,426,645900,721400,806900,572100,642300,722000
광양항↔의왕ICD,인천광역시,서구,오류왕길동,442,662500,739300,826100,586100,657400,738300
광양항↔의왕ICD,인천광역시,서구,마전동,425,645200,720600,806000,571600,641700,721300
광양항↔의왕ICD,인천광역시,서구,아라동,417,636700,711500,796200,561200,630700,709800
광양항↔의왕ICD,인천광역시,강화군,강화읍,483,703600,783500,873700,620000,694000,777900
광양항↔의왕ICD,인천광역시,강화군,선원면,475,696500,775800,865500,614400,687900,771200
광양항↔의왕ICD,인천광역시,강화군,불은면,483,704400,784400,874800,620900,694900,778900
광양항↔의왕ICD,인천광역시,강화군,길상면,498,719800,800900,892500,633900,709000,794100
광양항↔의왕ICD,인천광역시,강화군,화도면,506,727700,809200,901100,640500,715800,801200
광양항↔의왕ICD,인천광역시,강화군,양도면,496,717400,798200,889500,631700,706600,791400
광양항↔의왕ICD,인천광역시,강화군,내가면,495,716500,797300,888500,631100,705900,790700
광양항↔의왕ICD,인천광역시,강화군,하점면,500,720700,801300,892300,634000,708600,793100
광양항↔의왕ICD,인천광역시,강화군,양사면,508,728500,809400,900600,640300,715200,799900
광양항↔의왕ICD,인천광역시,강화군,송해면,488,708800,789000,879600,624400,698700,782900
광양항↔의왕ICD,인천광역시,강화군,교동면,513,734400,815900,907900,645600,721100,806500
광양항↔의왕ICD,인천광역시,강화군,삼산면,509,730400,811800,903600,642400,717700,803000
광양항↔의왕ICD,인천광역시,옹진군,영흥면,416,638100,712800,797300,566900,636300,715200
광양항↔의왕ICD,경기도,수원시 장안구,파장동,333,526400,594500,672100,468700,532400,605200
광양항↔의왕ICD,경기도,수원시 장안구,율천동,323,515100,582400,659100,459400,522300,594400
